SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1530 S State St #628,Chicago,IL,60605,360400,1,2.0,CHI - Near South Side,1122,,2001,1,321,644,Active,,,https://www.redfin.com/IL/Chicago/1530-S-State-St-60605/unit-628/home/12667278,MRED,11646781,N,Y,41.8612054,-87.6284311
MLS Listing,,Condo/Co-op,1030 N State St Unit 11G,Chicago,IL,60610,279900,0,1.0,CHI - Near North Side,,,1970,1,,409,Active,,,https://www.redfin.com/IL/Chicago/1030-N-State-St-60610/unit-11G/home/14110460,MRED,11646778,N,Y,41.9015297,-87.6286369
MLS Listing,,Condo/Co-op,4434 N Racine Ave Unit 3N,Chicago,IL,60640,450000,3,2.5,CHI - Uptown,1800,,,1,250,356,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/4434-N-Racine-Ave-60640/unit-3N/home/182164437,MRED,11646771,N,Y,41.9627779,-87.659847
MLS Listing,,Condo/Co-op,2019 N Leavitt St #3,Chicago,IL,60647,289800,2,1.0,CHI - Logan Square,,,1913,1,,237,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/2019-N-Leavitt-St-60647/unit-3/home/12699624,MRED,11646763,N,Y,41.9182299,-87.6822074
MLS Listing,,Single Family Residential,1614 W Huron St,Chicago,IL,60622,1550000,4,3.5,CHI - West Town,4300,,2009,1,360,,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/1614-W-Huron-St-60622/home/26830946,MRED,11646764,N,Y,41.8944413,-87.6679957
MLS Listing,,Multi-Family (2-4 Unit),2738 S Princeton Ave,Chicago,IL,60616,775000,9,4.0,CHI - Armour Square,,,,1,,,Active,,,https://www.redfin.com/IL/Chicago/2738-S-Princeton-Ave-60616/home/14081051,MRED,11646757,N,Y,41.8429233,-87.6345824
MLS Listing,,Condo/Co-op,1403 W Rascher Ave Unit G,Chicago,IL,60640,269900,2,2.0,CHI - Edgewater,1100,,1910,1,245,205,Active,,,https://www.redfin.com/IL/Chicago/1403-W-Rascher-Ave-60640/unit-G/home/12652837,MRED,11646750,N,Y,41.9806391,-87.6652292
MLS Listing,,Townhouse,7740 S Lowe Ave,Chicago,IL,60620,99900,3,1.5,CHI - Auburn Gresham,1810,,1885,1,55,,Active,,,https://www.redfin.com/IL/Chicago/7740-S-Lowe-Ave-60620/home/13916652,MRED,11646749,N,Y,41.7531751,-87.6407726
MLS Listing,,Multi-Family (2-4 Unit),8114 S Ellis Ave,Chicago,IL,60619,349900,6,3.0,CHI - Chatham,,,1932,1,,,Active,,,https://www.redfin.com/IL/Chicago/8114-S-Ellis-Ave-60619/home/13224622,MRED,11646752,N,Y,41.7471051,-87.6005109
MLS Listing,,Single Family Residential,4104 N Mason Ave,Chicago,IL,60634,399900,7,3.0,CHI - Portage Park,1360,3750,,1,294,,Active,,,https://www.redfin.com/IL/Chicago/4104-N-Mason-Ave-60634/home/13473479,MRED,11646737,N,Y,41.9551087,-87.7758922
MLS Listing,,Single Family Residential,8551 S Carpenter St,Chicago,IL,60620,319900,5,2.0,CHI - Auburn Gresham,3200,3123,1926,1,100,,Active,,,https://www.redfin.com/IL/Chicago/8551-S-Carpenter-St-60620/home/13227926,MRED,11646734,N,Y,41.7381465,-87.6495
MLS Listing,,Condo/Co-op,360 W Illinois St #605,Chicago,IL,60654,550000,2,2.0,CHI - Near North Side,,,1919,1,,912,Active,,,https://www.redfin.com/IL/Chicago/360-W-Illinois-St-60654/unit-605/home/12738926,MRED,11646730,N,Y,41.8908603,-87.6380723
MLS Listing,,Condo/Co-op,833 W 15th Pl #413,Chicago,IL,60608,230000,1,1.0,CHI - Near West Side,,,2003,1,,340,Active,,,https://www.redfin.com/IL/Chicago/833-W-15th-Pl-60608/unit-413/home/12619819,MRED,11646721,N,Y,41.860841,-87.6483171
MLS Listing,,Single Family Residential,8033 S Bennett Ave,Chicago,IL,60617,85000,3,2.0,CHI - South Chicago,,3750,1925,1,,,Active,,,https://www.redfin.com/IL/Chicago/8033-S-Bennett-Ave-60617/home/13220958,MRED,11646724,N,Y,41.7487671,-87.578104
MLS Listing,,Single Family Residential,2737 N Marshfield Ave,Chicago,IL,60614,1850000,6,5.5,CHI - Lincoln Park,5305,4687,2007,1,349,,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/2737-N-Marshfield-Ave-60614/home/18954077,MRED,11646728,N,Y,41.9316746,-87.6692778
MLS Listing,,Vacant Land,8803 S Lowe Ave,Chicago,IL,60620,75000,,,CHI - Auburn Gresham,,3049,,1,,,Active,,,https://www.redfin.com/IL/Chicago/8803-S-Lowe-Ave-60620/home/13108016,MRED,11646709,N,Y,41.7341362,-87.6396711
MLS Listing,,Condo/Co-op,3533 N Fremont St #1,Chicago,IL,60657,1125000,4,2.5,CHI - Lake View,2400,,2022,1,469,290,Active,,,https://www.redfin.com/IL/Chicago/3533-N-Fremont-St-60657/unit-1/home/177578456,MRED,11646699,N,Y,41.9464421,-87.6515423
MLS Listing,,Condo/Co-op,3533 N Fremont St #3,Chicago,IL,60657,1225000,3,2.5,CHI - Lake View,2400,,2022,1,510,323,Active,,,https://www.redfin.com/IL/Chicago/3533-N-Fremont-St-60657/unit-3/home/177578462,MRED,11646690,N,Y,41.9464421,-87.6515423
MLS Listing,,Condo/Co-op,1758 W 35th St Unit 3R,Chicago,IL,60609,200000,3,2.0,CHI - McKinley Park,850,,1881,1,235,201,Active,,,https://www.redfin.com/IL/Chicago/1758-W-35th-St-60609/unit-3R/home/12635435,MRED,11646687,N,Y,41.8306505,-87.6702161
MLS Listing,,Condo/Co-op,1515 S Prairie Ave #1414,Chicago,IL,60605,449800,2,2.5,CHI - Near South Side,1500,,2003,1,300,856,Active,,,https://www.redfin.com/IL/Chicago/1515-S-Prairie-Ave-60605/unit-1414/home/12678609,MRED,11646693,N,Y,41.8617675,-87.6202181
MLS Listing,,Single Family Residential,6646 S Michigan Ave,Chicago,IL,60621,230000,4,2.0,CHI - Greater Grand Crossing,4166,,1918,1,55,,Active,,,https://www.redfin.com/IL/Chicago/6646-S-Michigan-Ave-60637/home/13930877,MRED,11646691,N,Y,41.7736244,-87.623015
MLS Listing,,Single Family Residential,8508 S Oglesby St,Chicago,IL,60617,324900,5,2.0,CHI - South Chicago,2800,3123,1921,1,116,,Active,,,https://www.redfin.com/IL/Chicago/8508-S-Oglesby-Ave-60617/home/13217634,MRED,11646696,N,Y,41.7405725,-87.5674638
MLS Listing,,Condo/Co-op,7336 N Winchester Ave Unit 2W,Chicago,IL,60626,144900,2,2.0,CHI - Rogers Park,654,,1949,1,222,263,Active,,,https://www.redfin.com/IL/Chicago/7336-N-Winchester-Ave-60626/unit-2W/home/113097363,MRED,11646682,N,Y,42.015224,-87.679403
MLS Listing,,Single Family Residential,9947 S Emerald Ave,Chicago,IL,60628,149900,2,2.0,CHI - Washington Heights,1026,,1929,1,146,,Active,,,https://www.redfin.com/IL/Chicago/9947-S-Emerald-Ave-60628/home/13092103,MRED,11646685,N,Y,41.7128826,-87.6415139
MLS Listing,,Single Family Residential,4837 N Nottingham Ave,Chicago,IL,60656,335000,3,2.0,Big Oaks,1025,,1958,1,327,,Active,October-9-2022 01:00 PM,October-9-2022 03:00 PM,https://www.redfin.com/IL/Chicago/4837-N-Nottingham-Ave-60656/home/13503657,MRED,11646680,N,Y,41.969418,-87.8034012
MLS Listing,,Condo/Co-op,4924 N Rockwell St Unit 1N,Chicago,IL,60625,339000,2,2.0,CHI - Lincoln Square,,,1920,1,,251,Active,October-9-2022 11:00 AM,October-9-2022 01:00 PM,https://www.redfin.com/IL/Chicago/4924-N-Rockwell-St-60625/unit-1N/home/26792808,MRED,11646678,N,Y,41.9714483,-87.6942309
MLS Listing,,Single Family Residential,7441 N Oconto Ave,Chicago,IL,60631,339900,2,1.0,CHI - Edison Park,907,3750,1956,1,375,,Active,,,https://www.redfin.com/IL/Chicago/7441-N-Oconto-Ave-60631/home/13651648,MRED,11646676,N,Y,42.0165425,-87.8074997
MLS Listing,,Vacant Land,4749 S Loomis Blvd,Chicago,IL,60609,25000,,,CHI - New City,,3049,,1,,,Active,,,https://www.redfin.com/IL/Chicago/4749-S-Loomis-Blvd-60609/home/13954697,MRED,11646668,N,Y,41.8072763,-87.6597512
MLS Listing,,Condo/Co-op,3150 N Lake Shore Dr Unit 30A,Chicago,IL,60657,749900,3,2.5,CHI - Lake View,2200,,1963,1,341,1431,Active,October-9-2022 09:00 AM,October-9-2022 11:00 AM,https://www.redfin.com/IL/Chicago/3150-N-Lake-Shore-Dr-60657/unit-30A/home/13371719,MRED,11644108,N,Y,41.9389609,-87.6388805
MLS Listing,,Single Family Residential,10225 S Carpenter St S,Chicago,IL,60643,194999,3,1.5,CHI - Washington Heights,1631,3615,1959,1,120,,Active,,,https://www.redfin.com/IL/Chicago/10225-S-Carpenter-St-60643/home/13094641,MRED,11646655,N,Y,41.7078796,-87.6486521
MLS Listing,,Condo/Co-op,1636 N Wells St #1914,Chicago,IL,60614,159900,0,1.0,CHI - Lincoln Park,,,1974,1,,461,Active,October-8-2022 10:00 AM,October-8-2022 11:30 AM,https://www.redfin.com/IL/Chicago/1636-N-Wells-St-60614/unit-1914/home/13343198,MRED,11646646,N,Y,41.9122822,-87.6354498
MLS Listing,,Condo/Co-op,2020 W Pierce Ave #7,Chicago,IL,60622,569000,3,2.0,CHI - West Town,1500,,2002,1,379,365,Active,,,https://www.redfin.com/IL/Chicago/2020-W-Pierce-Ave-60622/unit-7/home/12573304,MRED,11646645,N,Y,41.9096224,-87.6782665
MLS Listing,,Single Family Residential,5722 W Fulton St,Chicago,IL,60644,275000,5,2.5,CHI - Austin,1564,,1905,1,176,,Active,,,https://www.redfin.com/IL/Chicago/5722-W-Fulton-St-60644/home/13268043,MRED,11646643,N,Y,41.8857871,-87.7692803
MLS Listing,,Condo/Co-op,3414 N Sheffield Ave #2,Chicago,IL,60657,487000,3,2.0,CHI - Lake View,1550,,2007,1,314,340,Active,,,https://www.redfin.com/IL/Chicago/3414-N-Sheffield-Ave-60657/unit-2/home/21792732,MRED,11646622,N,Y,41.9440554,-87.6543836
MLS Listing,,Condo/Co-op,1440 N State Pkwy Unit 10C,Chicago,IL,60610,735000,3,2.5,The Brownstone,2200,,1973,1,334,2133,Active,,,https://www.redfin.com/IL/Chicago/1440-N-State-Pkwy-60610/unit-10C/home/14114566,MRED,11646614,N,Y,41.9089842,-87.6293667
MLS Listing,,Condo/Co-op,5209 S Leclaire Ave Unit 1A,Chicago,IL,60638,103500,1,1.0,CHI - Garfield Ridge,700,,1967,1,148,276,Active,October-8-2022 11:30 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/5209-S-Leclaire-Ave-60638/unit-1A/home/12615933,MRED,11646609,N,Y,41.7978638,-87.7500028
MLS Listing,,Single Family Residential,5443 S Ellis Ave,Chicago,IL,60615,450000,4,1.5,CHI - Hyde Park,2551,2417,1905,1,176,,Active,,,https://www.redfin.com/IL/Chicago/5443-S-Ellis-Ave-60615/home/13949046,MRED,11646608,N,Y,41.7967671,-87.6009837
MLS Listing,,Condo/Co-op,1812 W Armitage Ave Unit 3W,Chicago,IL,60622,519900,2,2.0,CHI - Logan Square,,,2000,1,,305,Active,October-8-2022 11:00 AM,October-8-2022 12:30 PM,https://www.redfin.com/IL/Chicago/1812-W-Armitage-Ave-60622/unit-3W/home/12741258,MRED,11646600,N,Y,41.9181013,-87.6733776
MLS Listing,,Condo/Co-op,3160 N Lincoln Ave #210,Chicago,IL,60657,415000,2,1.5,CHI - Lake View,1360,,1913,1,305,352,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/3160-N-Lincoln-Ave-60657/unit-210/home/12741730,MRED,11646599,N,Y,41.938911,-87.66783
MLS Listing,,Single Family Residential,4332 N Bernard St,Chicago,IL,60618,699000,4,2.5,CHI - Irving Park,2225,3049,1979,1,314,,Active,October-9-2022 12:30 PM,October-9-2022 02:30 PM,https://www.redfin.com/IL/Chicago/4332-N-Bernard-St-60618/home/13484634,MRED,11461977,N,Y,41.9603465,-87.7146155
MLS Listing,,Single Family Residential,5541 S Loomis Blvd,Chicago,IL,60636,140000,4,1.5,CHI - West Englewood,1100,,1974,1,127,,Active,,,https://www.redfin.com/IL/Chicago/5541-S-Loomis-Blvd-60636/home/13941016,MRED,11646586,N,Y,41.7925531,-87.6593892
MLS Listing,,Single Family Residential,7922 S Normal Ave,Chicago,IL,60620,50000,3,1.0,CHI - Chatham,1130,,1895,1,44,,Active,,,https://www.redfin.com/IL/Chicago/7922-S-Normal-Ave-60620/home/13228680,MRED,11646588,N,Y,41.7499881,-87.6370016
MLS Listing,,Condo/Co-op,7033 N Kedzie Ave #1614,Chicago,IL,60645,119600,1,1.0,Winston Towers,986,,1967,1,121,717,Active,,,https://www.redfin.com/IL/Chicago/7033-N-Kedzie-Ave-60645/unit-1614/home/13585381,MRED,11646581,N,Y,42.0090497,-87.7084517
MLS Listing,,Single Family Residential,2950 W Monroe St,Chicago,IL,60612,349000,5,2.5,CHI - East Garfield Park,2300,1319,1890,1,152,,Active,,,https://www.redfin.com/IL/Chicago/2950-W-Monroe-St-60612/home/13259606,MRED,11646574,N,Y,41.8804859,-87.7007686
MLS Listing,,Condo/Co-op,6513 N Mozart St Unit A,Chicago,IL,60645,129900,1,1.0,Mozart Manor Condominiums,800,,1927,1,162,348,Active,,,https://www.redfin.com/IL/Chicago/6513-N-Mozart-St-60645/unit-A/home/13582135,MRED,11646567,N,Y,41.9997096,-87.7005262
MLS Listing,,Single Family Residential,2329 N Major Ave,Chicago,IL,60639,644900,4,3.5,CHI - Belmont Cragin,2800,3123,2022,1,230,,Active,,,https://www.redfin.com/IL/Chicago/2329-N-Major-Ave-60639/home/13430172,MRED,11646565,N,Y,41.9266784,-87.7683079
MLS Listing,,Condo/Co-op,6831 N Seeley Ave Unit 3J,Chicago,IL,60645,156000,1,1.0,CHI - West Ridge,800,,1956,1,195,245,Active,,,https://www.redfin.com/IL/Chicago/6831-N-Seeley-Ave-60645/unit-3J/home/18933181,MRED,11646561,N,Y,42.0061561,-87.6817163
MLS Listing,,Condo/Co-op,340 E Randolph St #5606,Chicago,IL,60601,2290000,3,2.5,340 on the Park,2354,,2007,1,973,1600,Active,,,https://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-5606/home/26815512,MRED,11646555,N,Y,41.8847771,-87.6190621
MLS Listing,,Condo/Co-op,1352 E Madison Park #3,Chicago,IL,60615,369500,3,2.0,CHI - Kenwood,1885,,1925,1,196,562,Active,,,https://www.redfin.com/IL/Chicago/1352-E-Madison-Park-60615/unit-3/home/88473241,MRED,11646554,N,Y,41.803462,-87.592882
MLS Listing,,Condo/Co-op,1017 S Lytle St #302,Chicago,IL,60607,529000,3,2.0,CHI - Near West Side,2200,,2005,1,240,281,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/1017-S-Lytle-St-60607/unit-302/home/18913975,MRED,11646548,N,Y,41.8688452,-87.6576776
MLS Listing,,Single Family Residential,2244 N Leclaire Ave,Chicago,IL,60639,298000,2,1.5,CHI - Belmont Cragin,1008,5039,1918,1,296,,Active,,,https://www.redfin.com/IL/Chicago/2244-N-Leclaire-Ave-60639/home/13426728,MRED,11637589,N,Y,41.9218395,-87.753902
MLS Listing,,Single Family Residential,8118 S Oglesby Ave,Chicago,IL,60617,299000,6,3.0,CHI - South Chicago,3073,4373,1924,1,97,,Active,October-8-2022 01:00 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/8118-S-Oglesby-Ave-60617/home/13218708,MRED,11646536,N,Y,41.7474483,-87.5676824
MLS Listing,,Single Family Residential,3500 N Keating Ave,Chicago,IL,60641,349500,4,2.5,CHI - Portage Park,1473,5392,1912,1,237,,Active,,,https://www.redfin.com/IL/Chicago/3500-N-Keating-Ave-60641/home/13458971,MRED,11646527,N,Y,41.9448021,-87.7456726
MLS Listing,,Condo/Co-op,2146 W Addison St #3,Chicago,IL,60618,575000,3,2.0,CHI - North Center,2000,,1999,1,288,250,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/2146-W-Addison-St-60618/unit-3/home/12753804,MRED,11646524,N,Y,41.9470694,-87.6828196
MLS Listing,,Multi-Family (2-4 Unit),6241 S Troy St,Chicago,IL,60629,299000,5,3.0,CHI - Chicago Lawn,,,1918,1,,,Active,,,https://www.redfin.com/IL/Chicago/6241-S-Troy-St-60629/home/14012741,MRED,11646518,N,Y,41.7796094,-87.7016925
MLS Listing,,Condo/Co-op,345 W Fullerton Pkwy #1706,Chicago,IL,60614,432500,2,2.0,CHI - Lincoln Park,1095,,1972,1,395,907,Active,,,https://www.redfin.com/IL/Chicago/345-W-Fullerton-Pkwy-60614/unit-1706/home/13348918,MRED,11646519,N,Y,41.9254214,-87.638644
MLS Listing,,Single Family Residential,1522 N Leamington Ave,Chicago,IL,60651,534900,4,3.5,CHI - Austin,2910,3023,2022,1,184,,Active,,,https://www.redfin.com/IL/Chicago/1522-N-Leamington-Ave-60651/home/13280736,MRED,11646512,N,Y,41.9083796,-87.7550106
MLS Listing,,Single Family Residential,6753 S Indiana Ave,Chicago,IL,60637,269000,4,2.5,CHI - Greater Grand Crossing,1700,3781,1910,1,158,,Active,,,https://www.redfin.com/IL/Chicago/6753-S-Indiana-Ave-60637/home/13929762,MRED,11646516,N,Y,41.771299,-87.6199781
MLS Listing,,Single Family Residential,1747 W Henderson St,Chicago,IL,60657,850000,4,2.5,CHI - Lake View,2129,2700,1890,1,399,,Active,October-8-2022 11:00 AM,October-8-2022 12:30 PM,https://www.redfin.com/IL/Chicago/1747-W-Henderson-St-60657/home/13384356,MRED,11638478,N,Y,41.9421432,-87.6730292
MLS Listing,,Single Family Residential,8403 S Aberdeen St,Chicago,IL,60620,199900,3,2.5,CHI - Auburn Gresham,2110,3123,,1,95,,Active,,,https://www.redfin.com/IL/Chicago/8403-S-Aberdeen-St-60620/home/13229790,MRED,11646507,N,Y,41.741246,-87.6508024
MLS Listing,,Condo/Co-op,5855 N Sheridan Rd Unit 10B,Chicago,IL,60660,387500,2,2.0,CHI - Edgewater,1600,,1969,1,242,895,Active,October-9-2022 02:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/IL/Chicago/5855-N-Sheridan-Rd-60660/unit-10B/home/13410125,MRED,11646499,N,Y,41.9887543,-87.6546809
MLS Listing,,Condo/Co-op,1550 S Blue Island Ave #918,Chicago,IL,60608,214000,1,1.0,CHI - Near West Side,846,,1927,1,253,539,Active,,,https://www.redfin.com/IL/Chicago/1550-S-Blue-Island-Ave-60608/unit-918/home/26818927,MRED,11646504,N,Y,41.8606011,-87.6597314
MLS Listing,,Condo/Co-op,1803 W Ohio St #2,Chicago,IL,60622,329000,2,2.0,CHI - West Town,,,1880,1,,117,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/1803-W-Ohio-St-60622/unit-2/home/40376823,MRED,11646502,N,Y,41.892166,-87.6722803
MLS Listing,,Single Family Residential,2321 E 92nd St,Chicago,IL,60617,350000,4,3.0,CHI - Calumet Heights,1004,,1950,1,349,,Active,,,https://www.redfin.com/IL/Chicago/2321-E-92nd-St-60617/home/13116219,MRED,11646489,N,Y,41.7278596,-87.567299
MLS Listing,,Condo/Co-op,834 W Agatite Ave Unit 1S,Chicago,IL,60640,299999,2,2.0,CHI - Uptown,,,,1,,289,Active,October-8-2022 12:00 PM,October-8-2022 01:30 PM,https://www.redfin.com/IL/Chicago/834-W-Agatite-Ave-60640/unit-1S/home/177550526,MRED,11646487,N,Y,41.9629901,-87.6513309
MLS Listing,,Condo/Co-op,218 S Hamilton Ave Unit 1S,Chicago,IL,60612,549900,3,2.5,CHI - Near West Side,2600,,2003,1,212,327,Active,,,https://www.redfin.com/IL/Chicago/218-S-Hamilton-Ave-60612/unit-1S/home/12679245,MRED,11646488,N,Y,41.8781168,-87.6805989
MLS Listing,,Condo/Co-op,3356 N Central Park Ave Unit 1N,Chicago,IL,60618,315000,3,2.0,CHI - Avondale,,,,1,,208,Active,October-8-2022 12:00 PM,October-8-2022 01:30 PM,https://www.redfin.com/IL/Chicago/3356-N-Central-Park-Ave-60618/unit-1N/home/12668474,MRED,11646479,N,Y,41.9426435,-87.7178539
MLS Listing,,Single Family Residential,3435 S Bell Ave,Chicago,IL,60608,318000,3,1.0,CHI - McKinley Park,800,3001,1890,1,398,,Active,,,https://www.redfin.com/IL/Chicago/3435-S-Bell-Ave-60608/home/14077744,MRED,11646470,N,Y,41.8311021,-87.6811565
MLS Listing,,Single Family Residential,4651 N Forestview Ave,Chicago,IL,60656,499900,3,2.5,CHI - O'Hare,1294,5749,1966,1,386,,Active,,,https://www.redfin.com/IL/Chicago/4651-N-Forestview-Ave-60656/home/13551806,MRED,11646468,N,Y,41.9643949,-87.8455818
